output,r2,rmse,mae,nrmse
cap_CoalOldScr_coal-CCS_mod_p63,0.5232300024662574,776.0723752607995,506.7546068062518,0.19068117328275172
cap_CoalOldScr_coal-CCS_mod_p64,0.4689026100021704,143.09078879636712,111.28032260650335,0.32894434206061407
cap_CoalOldScr_coal-CCS_mod_p65,0.6623625081124673,90.0014811578061,48.793579861139754,0.23018281626037365
cap_CoalOldScr_coal-CCS_mod_p67,0.6397299013569504,480.18856040484627,344.84314858847046,0.19884125780449205
cap_CoalOldScr_p63,0.019595351663586946,109.29991669628997,36.31766423171785,0.06770737455031178
cap_CoalOldScr_p64,0.4919334261709888,77.40824721279719,38.881140110243116,0.17794999359263722
cap_CoalOldScr_p65,0.10313619488218118,39.899149417816986,14.664085167839612,0.10204386040362401
cap_CoalOldScr_p67,0.6924209791652944,234.20848740995558,167.32070089637492,0.10013303012278914
cap_Gas-CC_Gas-CC-CCS_mod_p67,0.29554975931436833,795.5953340500479,262.3273496989667,0.08511670317284897
cap_Gas-CC_H2-CC_p60,0.5696601595102979,28.733583643357278,12.279139927121372,0.12387782763185329
cap_Gas-CC_H2-CC_p62,0.25122964495147504,107.39975410950987,37.49470887854683,0.07917292076206514
cap_Gas-CC_H2-CC_p63,-0.1553063613202128,1.04516858550975,0.19206687910998752,0.04870608051665367
cap_Gas-CC_H2-CC_p64,0.14788255990301258,66.30819052109102,17.58884727849583,0.06597829902596121
cap_Gas-CC_H2-CC_p65,0.37434004502747287,82.14780727937335,28.619499480251104,0.08044049887626016
cap_H2-CC_p60,0.09434022403401743,11.954033766999983,4.2429296557535725,0.08967780318449964
cap_H2-CC_p61,0.7373436616003857,418.30495611949976,182.91099919321516,0.06772000552552106
cap_H2-CC_p62,0.1082198826603753,1.7292414227681234,0.4550900094806398,0.08222266244069756
cap_H2-CC_p65,0.017949173282691855,29.263216850741564,6.567432645626508,0.07282466319892199
cap_H2-CT_p60,0.5650871952260417,205.4318223065534,71.05005910232923,0.06202502665389738
cap_H2-CT_p61,0.654841731134008,480.46427453591417,219.83687614057925,0.05989111857057678
cap_H2-CT_p62,0.36618665190798094,190.73874304085606,60.45683073096634,0.0702590584331669
cap_H2-CT_p63,0.2202871513920136,138.22512957934015,39.320561163309726,0.07557804609648594
cap_H2-CT_p64,0.20736404512637852,293.4402940317484,80.10047010950997,0.061622592692827965
cap_H2-CT_p65,0.4094471029302952,319.45709183358775,111.00765508190145,0.07743950363766902
cap_H2-CT_p67,-0.08596328157664312,35.216626485141646,5.557237019933126,0.04722176011163259
cap_battery_li_p60,0.5022198677268813,661.9833119369803,483.82786503407925,0.12042054911802011
cap_battery_li_p61,0.5177756914975823,621.2373036200805,459.1159623841514,0.1494617296684395
cap_battery_li_p62,0.5013007041581272,328.2663717283285,214.71278314826563,0.10045768470311872
cap_battery_li_p63,0.7768079417715142,1701.658484908315,1180.2478037667777,0.0876668482497092
cap_battery_li_p64,0.45940908886877607,919.423752550974,669.4920751042505,0.11589899142003451
cap_battery_li_p65,0.7574050909986669,1541.6940740573664,1140.665006064094,0.09788618101874928
cap_battery_li_p67,0.7514801902352343,1188.077979323685,880.8403879066074,0.08182543256118362
