output,r2,rmse,mae,nrmse
cap_CoalOldScr_coal-CCS_mod_p63,0.5361141248463851,765.5143569980141,452.7388979349061,0.18808706560147767
cap_CoalOldScr_coal-CCS_mod_p64,0.3886725685566924,153.51878907561002,102.51313017624919,0.3529167564956552
cap_CoalOldScr_coal-CCS_mod_p65,0.5393898151794171,105.12138938151575,56.35745422781312,0.2688526582647462
cap_CoalOldScr_coal-CCS_mod_p67,0.5422852767779782,541.2465506484928,397.3318946953548,0.2241247580378694
cap_CoalOldScr_p63,-0.22078186813712253,121.96527103483226,29.669651939882403,0.0755531068795955
cap_CoalOldScr_p64,0.40714795129330283,83.61805945353692,36.23861970866287,0.19222542403111934
cap_CoalOldScr_p65,-0.2703343973725305,47.48532530397216,12.631583952798113,0.12144584476719222
cap_CoalOldScr_p67,0.5676218838567875,277.68736967442163,196.80117656319524,0.11872190482856514
cap_Gas-CC_Gas-CC-CCS_mod_p67,0.19653911876938135,849.6683377453212,172.83557266199549,0.09090169914783217
cap_Gas-CC_H2-CC_p60,0.5282573895029175,30.084068588726307,10.541905678630279,0.12970011361463613
cap_Gas-CC_H2-CC_p62,0.22903042328257772,108.98019647523827,24.657396821960837,0.08033799082417384
cap_Gas-CC_H2-CC_p63,-0.22383624910299615,1.0757204420557056,0.07352951955397162,0.050129832823689206
cap_Gas-CC_H2-CC_p64,-0.05145307137030741,73.65672359444886,10.861447078681982,0.07329027223328245
cap_Gas-CC_H2-CC_p65,0.5815892133831213,67.17817974917779,13.469411578150773,0.0657819906774286
cap_H2-CC_p60,-0.04018802209570271,12.811142526425416,3.556672004480891,0.09610773571887582
cap_H2-CC_p61,0.5910734130556554,521.9413941165147,176.13819385689632,0.08449786113332845
cap_H2-CC_p62,-0.17110366082998052,1.981638388384417,0.37075303847456637,0.09422373425848019
cap_H2-CC_p65,-0.4421696895604583,35.46200319749074,5.371494703573873,0.08825100987319902
cap_H2-CT_p60,0.5282138216357988,213.9632707667631,49.78512287310156,0.06460088521465734
cap_H2-CT_p61,0.6541758914716362,480.92747948183114,151.8129244438245,0.05994885826904903
cap_H2-CT_p62,0.6144328315044165,148.7675630051764,28.67317596830675,0.05479887691144982
cap_H2-CT_p63,0.34676483723152474,126.51861743381555,18.942871034643197,0.06917721784437214
cap_H2-CT_p64,0.1866914003954423,297.2422547961706,47.54391683334573,0.06242100614996127
cap_H2-CT_p65,0.4950372899152936,295.4015607580565,64.66496054848427,0.07160820912629201
cap_H2-CT_p67,-0.44831114636345326,40.66971388177611,3.582558455325891,0.054533771812136735
cap_battery_li_p60,0.4095783574285343,720.9570554805591,505.8371428869198,0.13114838840491005
cap_battery_li_p61,0.4145531528347476,684.5051379155099,490.44707720102184,0.16468315937182065
cap_battery_li_p62,0.4688358869581043,338.7828210633393,222.76113893410175,0.10367598009515222
cap_battery_li_p63,0.705617313397406,1954.290708465053,1336.3995244557536,0.10068207486654031
cap_battery_li_p64,0.4372762241246476,938.05646711652,670.6118851881124,0.11824775913412992
cap_battery_li_p65,0.6489674015011366,1854.518141874475,1345.8351019602278,0.11774819764360374
cap_battery_li_p67,0.6557980411216675,1398.2058310985458,1003.6677057100394,0.09629738024799948
cap_coal-ccs_mod_p67,0.773724594033594,757.9943595244952,533.2016227521484,0.12505832554578705
cap_electrolyzer_p60,0.5777923404219296,115.62344305274019,29.077251974646526,0.06239747069920768
cap_electrolyzer_p61,0.6290627727735432,452.9636978472103,152.29027030071936,0.07717710474557529
cap_electrolyzer_p62,0.6501992061658421,100.54854542210363,23.55775863421651,0.05817215248275551
cap_electrolyzer_p63,0.34499607118345077,66.11125661195264,10.00628331477054,0.06712627339471171
cap_electrolyzer_p64,0.21588318342112411,198.51482748693655,34.53310643870321,0.06398361499205876
cap_electrolyzer_p65,0.6452839711390951,169.05754108288056,41.540112136855576,0.05716630847055794
cap_electrolyzer_p67,-0.44831114636345326,24.608979889307825,2.1677828675084436,0.05453377181213673
cap_gas-cc-ccs_mod_p63,0.3095651947547755,822.1030500927632,217.49863068174287,0.10050346681904916
cap_gas-cc-ccs_mod_p64,0.17172813836343015,526.7073400189504,133.02790778946704,0.08067317141883339
cap_gas-cc-ccs_mod_p65,0.0014001382771967608,333.4458205041552,82.16049149334945,0.10884808009409444
cap_gas-cc-ccs_mod_p67,0.7426632267920186,1540.8799851235265,801.5632118743117,0.09551167575446465
cap_gas-cc_p60,0.2307477572093567,399.64238633138655,190.0955588516597,0.08295297579566212
cap_gas-cc_p61,0.42595445610962723,205.312837012535,64.56862645351119,0.06040282008851197
cap_gas-cc_p62,0.3888115985444368,287.72115223770624,161.62112366895744,0.10260599011553519
cap_gas-cc_p63,0.8257848123227398,3276.8374822774936,2559.8042750930913,0.10857228590771402
cap_gas-cc_p64,0.6965200420131381,1488.6881133692516,970.6461866908804,0.09287292942973746
cap_gas-cc_p65,0.7801272945045254,1842.3533604179615,1272.0618194915423,0.10042591933623875
cap_gas-cc_p67,0.7746302744035027,3595.950464180274,2759.47573825343,0.12098942502783391
