case_name,x_Batt,x_Dem,x_Fuel,x_Pol,x_REcost,x_Siting,cap_CoalOldScr,cap_CoalOldScr_coal-CCS_mod,cap_Gas-CC_Gas-CC-CCS_mod,cap_Gas-CC_H2-CC,cap_H2-CC,cap_H2-CT,cap_battery_li,cap_coal-ccs_mod,cap_distpv,cap_electrolyzer,cap_gas-cc,cap_gas-cc-ccs_mod,cap_gas-ct,cap_hydED,cap_hydEND,cap_hydUD,cap_lfill-gas,cap_nuclear,cap_nuclear-smr,cap_o-g-s,cap_pumped-hydro,cap_upv_2,cap_upv_3,cap_upv_4,cap_upv_5,cap_wind-ons_10,cap_wind-ons_3,cap_wind-ons_4,cap_wind-ons_5,cap_wind-ons_6,cap_wind-ons_7,cap_wind-ons_8,cap_wind-ons_9,gen_CoalOldScr,gen_CoalOldScr_coal-CCS_mod,gen_Gas-CC_Gas-CC-CCS_mod,gen_Gas-CC_H2-CC,gen_Gas-CT_H2-CT,gen_H2-CC,gen_H2-CT,gen_battery_li,gen_coal-ccs_mod,gen_coal-igcc,gen_coal-new,gen_distpv,gen_gas-cc,gen_gas-cc-ccs_mod,gen_gas-ct,gen_hydED,gen_hydEND,gen_hydUD,gen_lfill-gas,gen_nuclear,gen_nuclear-smr,gen_o-g-s,gen_pumped-hydro,gen_upv_2,gen_upv_3,gen_upv_4,gen_upv_5,gen_wind-ofs_2,gen_wind-ofs_3,gen_wind-ofs_7,gen_wind-ofs_8,gen_wind-ons_10,gen_wind-ons_2,gen_wind-ons_3,gen_wind-ons_4,gen_wind-ons_5,gen_wind-ons_6,gen_wind-ons_7,gen_wind-ons_8,gen_wind-ons_9,tran_AC_total,tran_total,cost_inv_h2_production,cost_inv_h2_storage,cost_inv_investment_capacity_costs,cost_inv_investment_refurbishment_capacity,cost_inv_investment_spurline_costs_rsc_technologies,cost_inv_itc_payments_negative,cost_inv_transmission_interzone_ac_investment,cost_inv_transmission_intrazone_investment,cost_op_co2_incentive_negative,cost_op_co2_transport_storage,cost_op_consume_fom,cost_op_fom_costs,cost_op_fuelcosts_objfn,cost_op_h2_storage,cost_op_h2_transport_intrareg,cost_op_ptc_payments_negative,cost_op_spurline_fom,cost_op_startcost,cost_op_transmission_fom,cost_op_transmission_intrazone_fom,cost_op_vom_costs,cost_total,runtime_seconds
test0_DemHi_FuelHi_REcostHi_SitingLim_BattHi_PolIRA,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,6656.234466,0.0,12994.628099,0.0,90987.868049,2993.511584,43356.116664,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,313.410448,43505.9438,26861.392589,10870.314726,8242.32,934.457545,0.0,3045.41,3934.686667,8763.436218,15136.732121,10542.871667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95126.871127,0.0,0.0,0.0,30008120.2923,411535320.701324,22089169.876261,112505486.284945,299655.216,443341.2192,0.0,100884.403638,38031103.86808,0.0,1199897.066743,-1290.92025,760295.202159,104232333.394835,54707052.748277,19962513.748483,0.0,0.0,0.0,-0.0,27989210.238134,0.0,2242568.703699,0.0,5686025.760974,8721425.520792,29820891.328903,50303067.244261,37158495.059339,34478.6,34478.6,0.0,0.0,0.0,1010883474.423761,0.0,0.0,0.0,0.0,0.0,90338586.093852,0.0,5109452196.497225,7844171823.982027,0.0,0.0,-185792913.565925,297282737.225088,168139689.403019,375947903.342,235296599.896612,1347309648.282638,16293029745.580296,3051.250599
test0_DemHi_FuelHi_REcostHi_SitingLim_BattHi_PolOBBBA,2,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,5602.558935,0.0,12994.628099,0.0,91776.241106,31102.220368,29017.162532,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,313.410448,9118.206224,25604.42,10642.388959,5226.327764,227.816834,0.0,2457.91,2691.446667,3561.908333,8268.14,13043.271667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74156.208245,0.0,0.0,0.0,30008120.2923,405418119.724652,193577391.571718,78893351.873036,299655.216,443341.2192,0.0,100884.403638,38061979.640945,0.0,1386103.097005,-1220.655,917292.59442,22430484.615453,51499475.017401,20324328.5879,-0.0,0.0,0.0,0.0,16849142.927401,0.0,550151.916249,0.0,4656749.798033,5561000.395818,12494201.447078,27993865.649959,45843468.883628,34478.6,34478.6,0.0,0.0,1493095403.565195,4647348053.883406,373234435.030064,0.0,0.0,0.0,0.0,791727758.969629,0.0,5105908255.419971,9362530461.961962,0.0,-0.0,0.0,180114570.2001,80655632.392678,375947903.342,187197662.725909,1690731330.416452,24288491467.907364,2669.430375
test0_DemHi_FuelHi_REcostHi_SitingLim_BattLo_PolIRA,0,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,18948.35869,0.0,12994.628099,0.0,92983.190173,4506.482818,23133.896041,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,313.410448,45194.63751,28216.256406,12318.600858,9531.190314,0.0,0.0,2691.41,4078.686667,8032.3,11560.542915,10274.427276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4556579.955687,0.0,0.0,0.0,30008120.2923,438462802.48367,33253408.817606,73120376.623744,299655.216,443341.2192,0.0,112207.647773,39195140.743258,0.0,1192339.096697,-1152.498,917292.59442,110781002.220298,58151150.398963,25697844.16478,0.0,0.0,0.0,0.0,32945667.346062,0.0,0.0,0.0,5110913.310083,9029387.764867,27860856.561404,39386132.820362,36770388.368852,34478.6,34478.6,0.0,0.0,1642203486.074344,526631260.397103,469475742.676365,0.0,0.0,0.0,0.0,135997230.869768,0.0,5108464412.055023,7628325897.075325,0.0,-0.0,-216997521.906753,293242012.868586,79360009.36618,375947903.342,229332021.509823,1341516770.864005,17613499225.19177,2415.774068
test0_DemHi_FuelHi_REcostHi_SitingLim_BattLo_PolOBBBA,0,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10082.427746,0.0,12994.628099,0.0,91248.457171,26323.311737,23701.790036,142.0,405.8,0.0,24.4,4980.0,0.0,1237.544536,5.0,313.410448,15857.508149,25604.42,11642.162924,6986.474955,0.0,0.0,2103.91,2758.2,3771.908333,6285.751667,10767.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1907501.642396,0.0,0.0,0.0,30008120.2923,419742668.374395,187932651.815237,55651863.59807,299655.216,443341.2192,0.0,112207.647773,39194703.10423,0.0,1150954.325503,-1556.727,917292.59442,42716326.937334,51477848.408353,24526831.444189,0.0,0.0,0.0,0.0,23520758.533629,0.0,0.0,0.0,4025025.018683,5709327.742728,13009062.402124,20851534.792196,37897247.180628,34478.6,34478.6,0.0,0.0,5188271493.359872,4746848666.907933,1321674897.289633,0.0,0.0,109144436.04912,0.0,768642258.469341,0.0,4955207802.808416,9077332384.221071,0.0,0.0,0.0,188821950.75027,87523803.453959,375947903.342,183046643.570411,1667687404.987912,28670149645.209934,2646.300478
test0_DemHi_FuelHi_REcostHi_SitingLim_BattMd_PolIRA,1,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,9056.679689,0.0,12994.628099,0.0,91554.547613,2264.020427,36334.097735,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,313.410448,42288.148877,28543.836462,10666.751183,8001.33761,0.0,0.0,2883.41,4096.686667,8743.208607,15653.274274,10342.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1801120.247831,0.0,0.0,0.0,30008120.2923,424367072.893908,16706242.956621,102597664.170385,299655.216,443341.2192,0.0,100884.403638,38073340.07766,0.0,1172191.376531,-1152.498,760295.202159,102563086.360838,59119220.013913,21486180.922296,0.0,0.0,0.0,-0.0,27418100.518597,0.0,0.0,0.0,5453543.698883,9060789.768462,30166691.071148,52929878.389112,36968753.807808,34478.6,34478.6,0.0,0.0,0.0,1319114274.788494,0.0,0.0,0.0,0.0,0.0,68323906.063282,0.0,5078602657.678534,7750190949.845238,0.0,-0.0,-182946167.049518,292774830.909198,116607997.358587,375947903.342,232261918.645437,1347454517.051154,16398332788.632404,3032.319731
test0_DemHi_FuelHi_REcostHi_SitingLim_BattMd_PolOBBBA,1,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,7226.126995,0.0,12994.628099,0.0,90325.219612,27671.46526,26976.467259,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,313.410448,14163.583638,25604.42,11980.744815,5168.12,0.0,0.0,2295.91,2853.446667,3561.908333,8468.051667,10816.995144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1202022.841265,0.0,0.0,0.0,30008120.2923,402422522.142008,193265430.565759,69545970.623055,299655.216,443341.2192,0.0,111342.102176,38868913.483807,0.0,1243210.890878,-1556.727,917292.59442,37583372.538113,51477848.408353,25502091.688127,0.0,0.0,0.0,0.0,17136472.822551,0.0,0.0,0.0,4367655.407483,5900364.643488,12494201.447078,28650957.940962,38355986.068921,34478.6,34478.6,0.0,0.0,4604090977.957445,3113859761.313532,1196126940.349354,0.0,0.0,13491685.798355,0.0,790511446.83415,0.0,5013111045.114794,9155175584.324368,0.0,-0.0,0.0,189995979.536632,88699709.391502,375947903.342,184193028.068145,1651511110.350695,26376715172.380974,2679.215298
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattHi_PolIRA,2,2,2,0,2,0,0.0,0.0,502.735267,0.0,0.0,0.0,8238.576697,0.0,12994.628099,0.0,91649.997296,8282.179739,38527.943115,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,4330.466863,50205.83175,15671.457769,50206.839968,0.0,0.0,0.0,3072.0,1234.886667,48.0,5893.676667,0.0,0.0,264237.656232,0.0,0.0,0.0,0.0,-205854.603113,0.0,0.0,0.0,26050734.039,406569673.910331,61108746.950468,61869684.677831,299140.608,442785.0048,0.0,101131.532569,38094656.16744,0.0,1144024.923818,-1247.889,0.0,8750541.410133,106296111.564176,31440931.19057,0.0,0.0,0.0,0.0,200783125.067119,0.0,0.0,0.0,0.0,8451763.569055,2538020.837596,113601.586176,16159770.052474,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250944015.04791,0.0,5390251411.778747,7367500866.375302,0.0,-0.0,-1290514.018959,303753956.076571,222596269.278571,375947903.342,230012345.520199,1217171874.728557,15356888128.128897,2687.684762
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattHi_PolOBBBA,2,2,2,1,2,0,0.0,0.0,7578.436144,0.0,0.0,0.0,6815.058446,0.0,12994.628099,0.0,95722.222092,16423.578758,28297.621528,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,2934.050597,45502.023305,15657.366987,33850.371502,0.0,184.402151,0.0,3072.0,1234.886667,48.0,5893.676667,0.0,0.0,54977264.489062,0.0,0.0,0.0,0.0,-87793.98822,0.0,0.0,-0.0,26050734.039,424885237.135381,65373355.342553,62624584.702339,299140.608,442785.0048,0.0,101131.532569,38086644.771792,0.0,1275564.653427,-1700.925,0.0,5841155.330617,94913516.206151,34092164.619711,0.0,0.0,0.0,0.0,132405004.801888,0.0,0.0,411914.123792,0.0,8840721.178712,2538020.837596,113601.586176,16002011.925016,34478.6,34478.6,0.0,0.0,6775759695.144608,1036534722.03971,1190979860.730856,0.0,0.0,140102446.556311,-703212300.395221,483672386.364156,0.0,5373921564.740194,8345156057.173103,0.0,-0.0,0.0,225678166.920924,239373930.604739,375947903.342,207709896.473295,1467377119.62449,25159001449.319164,2800.025955
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattLo_PolIRA,0,2,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,14249.582878,0.0,12994.628099,0.0,89989.661106,9266.339704,25605.710066,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,4324.024195,49124.430078,16950.23662,49502.263719,0.0,0.0,0.0,2961.028681,1234.886667,48.0,5893.676667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3381219.306256,0.0,0.0,0.0,26050734.039,423057995.570637,68508125.094017,41026716.813527,299140.608,442785.0048,0.0,111696.201888,38996119.73772,0.0,1103915.358469,-695.934,0.0,8750090.407563,104795462.38129,36818238.441265,0.0,0.0,0.0,0.0,196914780.225596,0.0,0.0,0.0,0.0,8090972.292335,2538020.837596,113601.586176,16055612.527115,34478.6,34478.6,0.0,0.0,227211505.948382,118991907.468846,0.0,0.0,0.0,0.0,0.0,280179254.88388,0.0,5332578574.466721,7318317406.542624,0.0,-0.0,-1290514.018959,302493835.513206,111750246.172138,375947903.342,224068956.906697,1267495963.73037,15557745040.955902,2736.181223
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattLo_PolOBBBA,0,2,2,1,2,0,0.0,0.0,7226.134549,0.0,0.0,0.0,14134.009867,0.0,12994.628099,0.0,88834.366495,17544.389068,21091.136369,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,2934.050597,43970.086244,16788.877388,31203.890872,0.0,0.0,0.0,3072.0,1234.886667,48.0,5893.676667,0.0,0.0,52251344.476052,0.0,0.0,0.0,0.0,-3320202.876968,0.0,0.0,0.0,26050734.039,410482212.284976,115819391.596079,39439144.077013,299140.608,442785.0048,0.0,112207.905888,39114109.040242,0.0,1130551.025656,-2009.985,0.0,5843285.322697,92413481.093953,37752517.61443,0.0,0.0,0.0,0.0,123057538.90056,0.0,0.0,0.0,0.0,9123760.671329,2538020.837596,113601.586176,16159770.052474,34478.6,34478.6,0.0,0.0,2171773229.778157,950440887.349136,304804856.119497,0.0,0.0,44894901.573121,-668345151.204428,679260750.308236,0.0,5241547214.66438,8456321389.456293,0.0,-0.0,0.0,217795561.85998,133558599.995835,375947903.342,202699137.904096,1468223434.786624,19578922715.932926,2795.665803
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattMd_PolIRA,1,2,2,0,2,0,0.0,0.0,328.473633,0.0,0.0,0.0,8391.503734,0.0,12994.628099,0.0,90486.920711,8998.739664,32074.584889,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,4324.04125,49983.732463,15361.107327,49128.720555,0.0,407.76329,0.0,3072.0,1234.886667,48.0,5893.676667,0.0,0.0,172645.741671,0.0,0.0,0.0,0.0,-1819333.311128,0.0,0.0,0.0,26050734.039,415574537.135869,66529698.054898,50726032.481452,299140.608,442785.0048,0.0,109600.475514,38556028.300556,0.0,1124531.456824,-1243.041,0.0,8750126.075534,106324142.146321,32349527.88461,0.0,0.0,0.0,0.0,196935133.279544,0.0,0.0,850291.963111,0.0,8453294.035946,2538020.837596,113601.586176,16159770.052474,34605.045656,34605.045656,0.0,0.0,0.0,16449036.389136,0.0,0.0,0.0,0.0,0.0,272757581.071723,0.0,5389115960.834177,7370241096.515475,0.0,0.0,-1290514.018959,302565311.828607,139292389.5803,377876884.927398,224270591.759075,1242509357.633762,15333787696.520697,2694.840477
test0_DemHi_FuelHi_REcostHi_SitingOpen_BattMd_PolOBBBA,1,2,2,1,2,0,0.0,0.0,8467.996854,0.0,0.0,0.0,7864.357453,0.0,12994.628099,0.0,92483.91338,15465.636777,24786.78129,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,2934.050597,45417.939001,15223.888002,31880.549219,0.0,477.238078,0.0,3072.0,1234.886667,48.0,5893.676667,0.0,0.0,61860206.188561,0.0,0.0,0.0,0.0,-1804685.63385,0.0,0.0,0.0,26050734.039,411459458.952872,80269150.559494,60666545.625256,299140.608,442785.0048,0.0,109600.475514,38996119.73772,0.0,1180551.264274,-1456.38,0.0,5843285.322697,95540612.742548,33716683.626903,0.0,0.0,0.0,0.0,125380767.801218,0.0,0.0,1106188.232474,0.0,9123760.671329,2538020.837596,113601.586176,16133169.386989,34478.6,34478.6,0.0,0.0,4864066019.80975,1036534722.03971,821796597.942988,0.0,0.0,62138906.402464,-791251771.092314,571665269.627952,0.0,5307662893.578588,8429212453.665793,0.0,-0.0,0.0,219333925.740237,145569582.053233,375947903.342,202275811.97367,1495566750.655289,22740519065.73936,2736.269946
test0_DemHi_FuelHi_REcostHi_SitingRef_BattHi_PolIRA,2,2,2,0,2,1,0.0,0.0,1593.28656,0.0,0.0,0.0,9375.015287,0.0,12994.628099,0.0,83112.429113,6282.945588,47584.991246,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,13421.527381,49165.308882,14795.145748,41439.201872,0.0,0.0,523.629404,1128.096667,557.2,4471.904965,9816.481667,0.0,0.0,8677846.045598,0.0,0.0,0.0,0.0,-290542.817221,0.0,0.0,0.0,26920965.006,383843753.813205,46389249.135164,88847735.675702,299450.736,442984.704,0.0,99190.809096,37881676.42455,0.0,1113704.602829,-1314.123,0.0,29648212.656956,110330260.122419,31182641.986698,0.0,0.0,0.0,0.0,160691954.494375,0.0,0.0,0.0,1172004.35018,2375830.707315,1139049.92124,9568433.31515,30712780.380911,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110904912.488805,223885940.153222,0.0,5328266024.976494,7517962548.636051,0.0,-0.0,0.0,307891133.475857,229668399.12121,375947903.342,234973571.462893,1296817584.525196,15404508193.20412,2889.191474
test0_DemHi_FuelHi_REcostHi_SitingRef_BattHi_PolOBBBA,2,2,2,1,2,1,0.0,0.0,9347.111723,0.0,0.0,0.0,7899.299753,0.0,12994.628099,0.0,90681.145439,16784.685512,33310.775808,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,7288.405822,41485.809172,14782.420057,25708.452663,0.0,0.0,553.159159,1128.096667,557.2,4356.946667,7056.810875,0.0,0.0,68606800.888916,0.0,0.0,0.0,0.0,-118709.090567,0.0,0.0,0.0,26920965.006,401775144.180743,72238536.842631,89488267.790108,299450.736,442984.704,0.0,99174.643764,37860931.79604,0.0,1407723.039293,-1770.753,0.0,14431237.240737,91592363.700202,30853760.216576,0.0,0.0,0.0,0.0,98051366.844378,0.0,0.0,0.0,1455602.132805,2573079.710817,1139049.92124,9216427.570258,21324897.812741,34478.6,34478.6,0.0,0.0,3884272044.061548,1416740850.890077,341398182.04849,0.0,0.0,0.0,-877641147.110285,565327211.506289,0.0,5333938563.057343,8826066394.62185,0.0,-0.0,0.0,213583116.848468,195561496.5845,375947903.342,205727106.058523,1610279852.7572,22091201574.666,2774.30799
test0_DemHi_FuelHi_REcostHi_SitingRef_BattLo_PolIRA,0,2,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,16587.423025,0.0,12994.628099,0.0,90456.169168,7053.137203,25765.725035,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,16778.331746,48102.590623,10228.760945,46206.399111,0.0,0.0,0.0,1128.096667,557.2,0.0,9136.001287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4418328.459505,0.0,0.0,0.0,26920965.006,431213057.448638,52124771.659767,44368989.134419,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1089788.409958,-550.2,0.0,37904088.672458,109783628.584286,22426198.315141,0.0,0.0,0.0,0.0,177585542.589822,0.0,0.0,0.0,0.0,2458756.027278,1139049.92124,0.0,28722155.038371,34478.6,34478.6,0.0,0.0,504535626.049936,120046332.878406,112068319.972929,0.0,0.0,0.0,0.0,213175877.526699,0.0,5235998289.224203,7265623037.321494,0.0,0.0,0.0,300718733.77646,96299886.62297,375947903.342,225934652.393807,1263403981.885492,15713752640.994394,2761.21599
test0_DemHi_FuelHi_REcostHi_SitingRef_BattLo_PolOBBBA,0,2,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,12335.176373,0.0,12994.628099,0.0,88441.382747,25154.509309,25101.016765,142.0,405.8,0.0,24.4,4980.0,0.0,1242.83351,5.0,0.0,3156.47,41489.530151,10145.54,29189.921279,0.0,0.0,0.0,1128.096667,557.2,1602.0,6480.529419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2605665.184549,0.0,0.0,0.0,26920965.006,411788040.531125,181350931.774154,47410657.744637,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1195800.078492,-1435.095,0.0,6730890.167974,94938375.979154,22404312.819389,0.0,0.0,0.0,0.0,111830572.566244,0.0,0.0,0.0,0.0,2607683.823567,1139049.92124,4905371.854944,19495595.942783,34478.6,34478.6,0.0,0.0,5508751054.868196,1272329590.890861,1080375188.268267,0.0,0.0,91875941.864286,0.0,741702242.099588,0.0,5065798099.679803,8807471694.55276,0.0,-0.0,0.0,191670109.680521,75560888.132289,375947903.342,191041950.847093,1550155477.83253,24952680142.058197,2573.562203
test0_DemHi_FuelHi_REcostHi_SitingRef_BattMd_PolIRA,1,2,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10389.710252,0.0,12994.628099,0.0,88231.794852,6617.123113,34983.970283,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,0.0,16446.206955,47331.678428,10329.15049,46414.28411,0.0,0.0,0.0,1128.096667,620.2,0.0,9009.915716,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-2626163.917252,0.0,0.0,0.0,26920965.006,419261393.966348,48902498.476993,61928528.34436,299450.736,442984.704,0.0,108170.187756,38431091.645231,0.0,1090918.01516,-1469.841,0.0,36712033.421955,107193385.014727,22307509.753856,0.0,0.0,0.0,0.0,178160460.917034,0.0,0.0,0.0,0.0,2579109.131423,1259414.867025,0.0,28284064.921916,34478.6,34478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199997672.778824,0.0,5235335923.55293,7372012114.790811,0.0,-0.0,0.0,299415226.015994,123183443.968145,375947903.342,227837985.262589,1304293567.754456,15138023837.465748,2753.127914
test0_DemHi_FuelHi_REcostHi_SitingRef_BattMd_PolOBBBA,1,2,2,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,9988.713204,0.0,12994.628099,0.0,89680.011006,27790.904505,24552.363433,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,0.0,3156.47,39705.887008,10145.54,29783.776165,0.0,0.0,0.0,1128.096667,620.2,1341.557294,6264.481667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2297274.043393,0.0,0.0,0.0,26920965.006,410663389.354587,186777631.470778,47555153.644378,299450.736,442984.704,0.0,110311.351716,39040761.22992,0.0,1195507.639512,-1609.245,0.0,6730890.167974,90156473.452091,22404312.819389,0.0,0.0,0.0,0.0,113248662.841646,0.0,0.0,0.0,0.0,2607683.823567,1259414.867025,4107888.507853,18744928.095023,34478.6,34478.6,0.0,0.0,4972468620.341915,1532571698.945846,993498482.617668,0.0,0.0,0.0,0.0,763910005.219726,0.0,5177085259.25988,8839022646.125454,0.0,-0.0,0.0,187939865.567325,79880334.628659,375947903.342,189730811.709584,1551713607.010744,24663769234.7688,2578.702283
test0_DemHi_FuelHi_REcostLo_SitingLim_BattHi_PolIRA,2,2,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5946.607721,0.0,12994.628099,0.0,53128.500602,0.0,72922.880476,142.0,405.8,0.0,24.4,4980.0,0.0,1160.4,5.0,1321.022388,62116.120073,31197.022369,10790.635958,19354.191661,3030.238732,0.0,3354.41,8645.04,22002.74,21300.216662,18473.066659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-735554.067653,0.0,0.0,0.0,30008120.2923,220066425.538205,0.0,85725055.158308,299655.216,443341.2192,0.0,91660.707426,36998185.804088,0.0,1059315.60325,-2432.9895,3601885.258856,161216806.338705,65796902.426428,19524617.517739,-0.0,0.0,-0.0,-0.0,70936880.871911,0.0,8008619.157206,0.0,6967875.254468,23869900.227301,78816835.929648,75788398.209205,70947920.256841,42220.809933,42220.809933,0.0,0.0,499145457.872908,712943767.036912,83263577.487814,0.0,0.0,0.0,0.0,0.0,0.0,5401647932.425263,4556965673.057398,0.0,0.0,-408771513.348105,464760184.307947,268679040.637285,451476123.995488,282610850.026364,856629735.644238,13169350829.143509,3596.059054
test0_DemHi_FuelHi_REcostLo_SitingLim_BattHi_PolOBBBA,2,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6338.705476,0.0,12994.628099,0.0,79079.21642,3764.930163,47722.88583,142.0,405.8,0.0,24.4,4980.0,0.0,1158.9,5.0,977.315261,40218.350027,28264.561504,10791.695064,18030.953399,3027.394598,0.0,3354.41,5388.106667,14262.00327,14758.62,15066.744064,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-324185.154196,0.0,0.0,0.0,30008120.2923,341038929.014256,27286055.118657,63345255.821368,299655.216,443341.2192,0.0,96903.527634,37239167.221535,0.0,1085132.115523,-2401.55625,2938900.736921,111837066.085551,60365468.664326,20713878.121102,-0.0,0.0,0.0,0.0,68585802.693236,0.0,8100721.372146,0.0,7013294.051546,13921854.097642,52638705.972043,53653911.034329,58383365.18093,34478.6,34478.6,0.0,0.0,6315501359.814793,70784040.3849,2030414997.932503,0.0,0.0,0.0,0.0,111592407.198039,0.0,4960377780.601985,6111517453.062856,0.0,-0.0,0.0,353082324.817715,228258854.838153,375947903.342,236496152.279938,999399928.956484,21793373203.229366,3222.864915
test0_DemHi_FuelHi_REcostLo_SitingLim_BattLo_PolIRA,0,2,2,0,0,2,0.0,1157.37246,0.0,0.0,0.0,0.0,30496.086526,342.062539,12994.628099,0.0,63407.51064,0.0,46015.850281,142.0,405.8,0.0,24.4,4980.0,0.0,1270.4,5.0,1321.022388,72724.962663,34261.46728,17864.243147,16449.723333,0.0,0.0,3192.41,8278.906667,20245.552303,17917.482141,15926.26,0.0,608314.964816,0.0,0.0,0.0,0.0,0.0,-10672639.850967,179788.070602,0.0,0.0,30008120.2923,259624818.464225,0.0,39993391.369846,299655.216,443341.2192,0.0,102351.494081,37763117.953803,0.0,983195.037923,-2368.47,3675984.653886,190194972.943822,78057141.08704,38284190.177781,0.0,0.0,0.0,-0.0,61696164.103935,0.0,-0.0,0.0,6653883.805798,23208709.149714,72282124.705171,65603226.655996,61092218.039999,41453.698245,41453.698245,0.0,0.0,4363258195.811712,85681654.443338,1056689113.777792,0.0,0.0,0.0,0.0,11222944.419526,0.0,5664430885.276423,4229146059.591194,0.0,0.0,-476169726.670293,454864253.68857,149352150.774901,442789037.141399,282682746.188316,729955219.168523,16993902533.611404,2681.138192
test0_DemHi_FuelHi_REcostLo_SitingLim_BattLo_PolOBBBA,0,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,12302.784505,0.0,12994.628099,0.0,87164.170741,788.403693,34954.930385,142.0,405.8,0.0,24.4,4980.0,0.0,1158.9,5.0,382.728528,40946.160724,28132.813173,11923.003856,15435.694274,0.0,0.0,3192.41,5550.106667,15298.695447,15284.203333,15926.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3026144.000078,0.0,0.0,0.0,30008120.2923,381690249.803021,5817643.468484,47981674.213444,299655.216,443341.2192,0.0,96903.527634,37660645.7451,0.0,1050166.664127,-2388.90975,1016914.607006,114618164.040299,60362715.990698,24666233.010936,-0.0,0.0,-0.0,-0.0,59374979.850426,-0.0,0.0,0.0,6685648.997138,14299854.434062,56925049.500366,56846522.429517,62040317.982285,34478.6,34478.6,0.0,0.0,5938646606.236647,0.0,1694317528.390307,0.0,0.0,0.0,0.0,23792550.298859,0.0,4879050630.876935,6046364894.910046,0.0,0.0,0.0,332956915.352874,158202228.303624,375947903.342,234090417.570239,944582718.187333,20627952393.46886,3065.119821
