i,r,etype,SO2,NOx,CO2,N2O,CH4
CofireNew,p47065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p35035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p35003,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p01091,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p56023,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p29011,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p48057,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p51735,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p54075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48077,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p51095,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31101,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31137,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p22019,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
CofireNew,p22111,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p40135,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p01049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p36101,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p42053,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p22105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51179,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26109,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
CofireNew,p18073,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13171,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18151,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48361,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
CofireNew,p39047,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p25015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p37001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20073,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p25025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p16051,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48177,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p47115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21231,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47185,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48147,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p20043,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48265,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p12053,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p12129,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p12131,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p28017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26035,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20157,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p12127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p40017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p13115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p32001,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
CofireNew,p31181,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p17067,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p46067,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p41013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p50011,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26103,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p37057,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17025,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p29103,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p29117,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p42117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31043,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p26089,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51181,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48391,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p39017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13273,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p56013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p18115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13073,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p08115,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p30065,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p42043,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p46101,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p54079,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p34037,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20039,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p18123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p28145,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p27095,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p38099,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p39115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p39133,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p56041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p32013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48247,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p08017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p41005,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p05113,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p13193,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47129,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p46043,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p24047,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17185,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18069,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21209,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19053,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p18169,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18099,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31171,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p38085,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48127,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p27045,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p45023,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p27073,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p49005,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p55093,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p13049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13233,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17113,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p23001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p16055,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p32003,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
CofireNew,p20147,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31089,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p29101,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p55063,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p22021,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21061,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17005,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17009,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p27085,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p55033,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p08027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p29123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48353,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p42127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p36091,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p40095,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p24001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p54103,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p55053,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p41007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p53041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p36003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19031,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p18117,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13089,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13227,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p30015,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31017,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p47013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p37069,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p24510,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20111,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p22107,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20075,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19151,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p16045,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p05063,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
CofireNew,p05085,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
CofireNew,p18111,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13119,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p12051,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13265,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48245,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p30059,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p08067,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48027,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p28069,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p05019,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p41035,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p36075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p01019,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48019,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p30087,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p35059,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p26153,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p36111,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p34007,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17083,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
CofireNew,p51085,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20199,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p26003,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
CofireNew,p05049,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p48215,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p37155,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26123,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p41049,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p27153,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p05083,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p37109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p05091,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p12095,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p08111,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p16041,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p13045,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20161,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48413,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p51167,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p37027,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p16065,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p18173,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21077,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21097,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p23023,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p30097,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48181,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p42059,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20051,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p01065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p01105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p01033,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20151,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p21017,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47149,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13075,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20101,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p40059,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p17147,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48107,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p01063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p16033,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19109,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p38013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p37063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19085,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31103,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19187,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p17151,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47159,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51089,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51510,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19101,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p30049,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p49013,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p40003,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48119,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p47169,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21193,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p46039,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p41029,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48507,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31007,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19121,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p12011,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13279,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26151,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48397,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p26163,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p27105,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p27001,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p38071,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p37145,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p20195,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p28151,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48133,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p28055,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48123,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p48005,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p45081,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p29125,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p05001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p29109,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p51540,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17011,process,0.219109617,0.733350333,1.015740048,1.133786848,0.989486704
CofireNew,p39145,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p37115,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p16053,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p39163,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48309,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p16037,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19089,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p12099,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p13181,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p01013,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47165,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51097,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p05015,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p51820,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p41051,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p47061,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p27057,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p38081,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p36089,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p29179,process,0.184214381,0.737781453,1.01540288,1.133786848,0.989486704
CofireNew,p06067,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
CofireNew,p39125,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18179,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51063,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p06083,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
CofireNew,p54005,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p28009,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21055,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19147,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p19159,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p37151,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p24015,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18171,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31077,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31095,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p31151,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p21119,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p19045,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p27063,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p27039,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p27047,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p06009,process,0.047879509,0.420956384,1.008830478,3.117913832,3.174603175
CofireNew,p25001,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p51119,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p42065,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18089,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47003,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47027,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17029,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47097,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p41001,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p36097,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p26159,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17131,process,0.117669979,0.775445971,1.015740048,1.133786848,0.989486704
CofireNew,p21127,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21175,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p21177,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p17049,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p47105,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p46025,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p12041,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p18157,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p42109,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p48277,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
CofireNew,p12086,process,0.088455364,0.686823574,0.963298548,1.133786848,0.989486704
CofireNew,p31057,process,0.324606839,0.722272533,1.006223362,0.850340136,0.989486704
