i,r,etype,SO2,NOx,CO2,N2O,CH4
CoalOldUns,p18133,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p16047,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47167,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22121,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29171,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p56039,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p55043,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p38059,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06063,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p51730,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p50023,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46093,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p18097,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05115,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51175,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48183,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p36087,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05089,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51800,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08041,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29187,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48475,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08061,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48487,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p41015,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p08119,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29049,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p49051,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p16029,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37157,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05117,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48193,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p24011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27041,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p30043,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51059,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30023,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39077,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p10001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39173,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13157,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20003,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p17095,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p30107,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47015,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p23007,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21165,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46089,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p08051,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p26029,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27151,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p39147,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13267,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48429,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37117,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30081,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13317,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p53043,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p06081,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p39171,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08009,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p16021,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p16007,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p39159,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39035,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48285,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p40105,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13125,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p41059,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46102,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20117,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p22065,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30105,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13313,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20203,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46023,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31027,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p53035,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p17111,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p30069,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29033,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p53075,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27147,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p31169,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19079,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p39165,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13255,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p34019,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29217,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p18121,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19069,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p13035,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08039,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p44001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48035,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p44005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39045,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38069,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p17015,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p27125,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p41031,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46127,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p01051,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13187,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39083,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19017,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p48175,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p12061,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48393,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31049,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p36051,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p19141,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48059,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48379,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20067,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51105,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p35051,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p05043,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31123,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29015,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p05109,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p08077,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29065,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51185,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42103,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42115,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48343,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p42125,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p50001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20103,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p26121,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28049,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48281,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51107,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29185,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p36025,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p30071,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p29129,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p53045,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37127,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51199,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29159,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p30063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20019,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p48459,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51047,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p40061,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p54069,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p54065,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51165,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18183,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p06093,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p46037,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p22071,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01073,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01127,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13083,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51187,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17047,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47113,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01111,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08033,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p39089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51683,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05139,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p17071,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p01101,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p08005,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21155,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p53057,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p28067,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55021,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p37019,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27029,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51131,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20163,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p18041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31079,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31081,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31115,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p30091,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p31063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p01007,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28075,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27011,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27013,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51091,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51177,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p33017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13153,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p26041,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p05131,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p06087,process,0.177201123,0.999626455,1.008830478,3.117913832,3.174603175
CoalOldUns,p13191,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13207,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29069,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48483,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13117,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48409,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p28147,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29137,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p26073,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48341,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p45017,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p56035,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21069,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55019,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p45091,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22005,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42119,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22001,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p42039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46123,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19077,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p19183,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p46111,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p40051,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p54039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55109,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p42121,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39153,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p13127,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48479,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37123,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p23003,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p28065,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18175,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48031,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51025,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47045,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47053,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p51149,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05075,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38027,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p53053,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p16063,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p42071,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55057,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p47151,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p46031,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p46053,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p37181,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21033,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p45011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01055,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p16025,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p20155,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47119,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p56015,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p55107,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p55133,process,0.681773813,1.751976893,1.01540288,1.133786848,0.989486704
CoalOldUns,p21079,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p25021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18063,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p17077,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p45043,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p38041,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p49019,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p49045,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p51650,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p55011,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p51069,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p54041,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p27119,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p27127,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p47047,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22089,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p05111,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p12045,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p47063,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01021,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p48351,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p48219,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p13009,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37175,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p37171,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p01031,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p39149,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p16027,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p30019,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p12073,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p40119,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p01039,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p18093,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p20069,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21045,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21169,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21207,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p22011,process,0.810920395,1.741454509,1.015740048,1.133786848,0.989486704
CoalOldUns,p23025,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p40025,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p21163,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21179,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p21187,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p29155,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
CoalOldUns,p31125,process,1.201363548,1.71514855,1.006223362,0.850340136,0.989486704
CoalOldUns,p55078,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p48365,process,0.435494286,1.841417155,1.015740048,1.133786848,0.989486704
CoalOldUns,p21011,process,0.327371567,1.63096948,0.963298548,1.133786848,0.989486704
