r,East_North_Central,East_South_Central,Mid_Atlantic,Mountain,New_England,Pacific,South_Atlantic,West_North_Central,West_South_Central
p18065,0.554,0.273,0.041,0.0,0.001,0.0,0.081,0.038,0.013
p18067,0.654,0.182,0.033,0.0,0.001,0.0,0.055,0.061,0.014
p18069,0.661,0.166,0.048,0.0,0.001,0.0,0.064,0.05,0.009
p18071,0.484,0.339,0.023,0.0,0.001,0.0,0.071,0.057,0.025
p18073,0.705,0.101,0.022,0.0,0.001,0.0,0.031,0.126,0.014
p18075,0.6,0.216,0.055,0.0,0.002,0.0,0.086,0.032,0.009
p18077,0.423,0.406,0.027,0.0,0.001,0.0,0.087,0.038,0.018
p18079,0.462,0.365,0.027,0.0,0.001,0.0,0.083,0.043,0.019
p18081,0.55,0.274,0.027,0.0,0.001,0.0,0.068,0.059,0.021
p18083,0.498,0.282,0.011,0.0,0.0,0.0,0.035,0.123,0.05
p18085,0.706,0.122,0.043,0.0,0.001,0.0,0.048,0.071,0.009
p18087,0.725,0.099,0.056,0.0,0.002,0.0,0.052,0.061,0.006
p18089,0.713,0.071,0.02,0.0,0.001,0.0,0.023,0.161,0.011
p18091,0.728,0.083,0.028,0.0,0.001,0.0,0.03,0.12,0.009
p18093,0.508,0.305,0.019,0.0,0.0,0.0,0.059,0.076,0.033
p18095,0.601,0.232,0.037,0.0,0.001,0.0,0.069,0.045,0.014
p18097,0.584,0.242,0.029,0.0,0.001,0.0,0.065,0.06,0.02
p18099,0.717,0.108,0.035,0.0,0.001,0.0,0.04,0.089,0.009
p18101,0.495,0.311,0.015,0.0,0.0,0.0,0.049,0.091,0.039
p18103,0.674,0.158,0.036,0.0,0.001,0.0,0.053,0.066,0.012
p18105,0.541,0.274,0.02,0.0,0.0,0.0,0.059,0.076,0.03
p18107,0.644,0.176,0.021,0.0,0.001,0.0,0.045,0.089,0.024
p18109,0.566,0.253,0.023,0.0,0.001,0.0,0.059,0.073,0.025
p18111,0.702,0.095,0.019,0.0,0.001,0.0,0.027,0.141,0.016
p18113,0.709,0.117,0.054,0.0,0.002,0.0,0.053,0.058,0.007
p18115,0.418,0.397,0.035,0.0,0.001,0.0,0.107,0.028,0.013
p18117,0.465,0.352,0.016,0.0,0.0,0.0,0.055,0.077,0.035
p18119,0.57,0.234,0.019,0.0,0.0,0.0,0.051,0.093,0.032
p18121,0.624,0.177,0.017,0.0,0.0,0.0,0.041,0.11,0.03
p18123,0.418,0.39,0.012,0.0,0.0,0.0,0.056,0.083,0.041
p18125,0.462,0.319,0.01,0.0,0.0,0.0,0.041,0.117,0.051
p18127,0.722,0.077,0.023,0.0,0.001,0.0,0.026,0.14,0.01
p18129,0.388,0.36,0.006,0.0,0.0,0.0,0.029,0.15,0.068
p18131,0.705,0.115,0.027,0.0,0.001,0.0,0.037,0.103,0.012
p18133,0.603,0.208,0.02,0.0,0.001,0.0,0.049,0.092,0.028
p18135,0.565,0.252,0.051,0.0,0.001,0.0,0.091,0.03,0.01
p18137,0.452,0.369,0.033,0.0,0.001,0.0,0.096,0.034,0.015
p18139,0.52,0.305,0.036,0.0,0.001,0.0,0.084,0.039,0.015
p18141,0.734,0.089,0.036,0.0,0.001,0.0,0.035,0.097,0.008
p18143,0.446,0.381,0.023,0.0,0.001,0.0,0.078,0.049,0.022
p18145,0.534,0.291,0.031,0.0,0.001,0.0,0.076,0.048,0.018
p18147,0.41,0.383,0.009,0.0,0.0,0.0,0.047,0.1,0.049
p18149,0.716,0.101,0.029,0.0,0.001,0.0,0.034,0.108,0.011
p18151,0.713,0.1,0.069,0.0,0.002,0.0,0.063,0.048,0.005
p18153,0.551,0.229,0.013,0.0,0.0,0.0,0.038,0.125,0.044
p18155,0.417,0.399,0.033,0.0,0.001,0.0,0.106,0.03,0.014
p18157,0.677,0.151,0.023,0.0,0.001,0.0,0.041,0.087,0.02
p18159,0.637,0.201,0.033,0.0,0.001,0.0,0.059,0.054,0.015
p18161,0.486,0.33,0.045,0.0,0.001,0.0,0.1,0.027,0.011
p18163,0.392,0.377,0.007,0.0,0.0,0.0,0.034,0.13,0.061
p18165,0.637,0.156,0.015,0.0,0.0,0.0,0.036,0.124,0.031
p18167,0.59,0.193,0.014,0.0,0.0,0.0,0.039,0.126,0.037
p18169,0.672,0.158,0.041,0.0,0.001,0.0,0.057,0.06,0.01
p18171,0.684,0.133,0.018,0.0,0.0,0.0,0.035,0.107,0.023
p18173,0.417,0.363,0.008,0.0,0.0,0.0,0.041,0.116,0.054
p18175,0.47,0.35,0.02,0.0,0.0,0.0,0.068,0.063,0.029
p18177,0.524,0.293,0.047,0.0,0.001,0.0,0.093,0.03,0.011
p18179,0.642,0.18,0.053,0.0,0.001,0.0,0.073,0.041,0.009
p18181,0.694,0.127,0.024,0.0,0.001,0.0,0.037,0.101,0.016
p18183,0.69,0.137,0.05,0.0,0.001,0.0,0.057,0.056,0.008
p19001,0.143,0.01,0.001,0.015,0.0,0.0,0.001,0.804,0.027
p19003,0.135,0.011,0.0,0.017,0.0,0.0,0.001,0.802,0.034
p19005,0.468,0.005,0.002,0.002,0.0,0.0,0.001,0.519,0.003
p19007,0.294,0.02,0.001,0.005,0.0,0.0,0.002,0.648,0.029
p19009,0.112,0.007,0.0,0.019,0.0,0.0,0.001,0.839,0.021
p19011,0.314,0.013,0.002,0.003,0.0,0.0,0.002,0.656,0.01
p19013,0.329,0.009,0.001,0.004,0.0,0.0,0.002,0.648,0.007
p19015,0.164,0.008,0.001,0.011,0.0,0.0,0.001,0.8,0.015
p19017,0.345,0.007,0.001,0.003,0.0,0.0,0.001,0.635,0.006
p19019,0.38,0.009,0.002,0.003,0.0,0.0,0.002,0.598,0.006
p19021,0.12,0.004,0.0,0.018,0.0,0.0,0.0,0.848,0.009
p19023,0.292,0.007,0.001,0.005,0.0,0.0,0.001,0.687,0.007
p19025,0.132,0.005,0.001,0.015,0.0,0.0,0.001,0.834,0.012
p19027,0.111,0.006,0.001,0.018,0.0,0.0,0.001,0.847,0.016
p19029,0.117,0.009,0.0,0.019,0.0,0.0,0.001,0.827,0.028
p19031,0.417,0.017,0.002,0.002,0.0,0.0,0.003,0.55,0.009
p19033,0.252,0.005,0.001,0.006,0.0,0.0,0.001,0.729,0.006
p19035,0.103,0.003,0.0,0.023,0.0,0.0,0.0,0.86,0.009
p19037,0.353,0.006,0.001,0.003,0.0,0.0,0.001,0.631,0.005
p19039,0.2,0.014,0.001,0.01,0.0,0.0,0.001,0.744,0.03
p19041,0.143,0.003,0.0,0.016,0.0,0.0,0.0,0.83,0.007
p19043,0.464,0.007,0.002,0.002,0.0,0.0,0.002,0.519,0.004
p19045,0.444,0.017,0.003,0.001,0.0,0.0,0.003,0.524,0.008
p19047,0.088,0.005,0.0,0.024,0.0,0.0,0.001,0.865,0.017
p19049,0.165,0.009,0.001,0.011,0.0,0.0,0.001,0.793,0.02
p19051,0.345,0.022,0.001,0.004,0.0,0.0,0.002,0.601,0.025
p19053,0.205,0.016,0.001,0.009,0.0,0.0,0.001,0.73,0.037
p19055,0.425,0.01,0.002,0.002,0.0,0.0,0.002,0.554,0.005
p19057,0.456,0.026,0.002,0.002,0.0,0.0,0.003,0.496,0.015
p19059,0.164,0.003,0.0,0.014,0.0,0.0,0.0,0.812,0.005
p19061,0.461,0.01,0.002,0.001,0.0,0.0,0.002,0.518,0.005
p19063,0.191,0.003,0.001,0.011,0.0,0.0,0.0,0.789,0.005
p19065,0.404,0.007,0.002,0.002,0.0,0.0,0.001,0.579,0.005
p19067,0.3,0.006,0.001,0.004,0.0,0.0,0.001,0.682,0.005
p19069,0.245,0.006,0.001,0.006,0.0,0.0,0.001,0.732,0.008
p19071,0.09,0.009,0.0,0.027,0.0,0.0,0.001,0.829,0.044
p19073,0.135,0.007,0.001,0.014,0.0,0.0,0.001,0.826,0.016
p19075,0.276,0.009,0.001,0.005,0.0,0.0,0.001,0.699,0.009
p19077,0.135,0.008,0.001,0.015,0.0,0.0,0.001,0.82,0.021
p19079,0.195,0.007,0.001,0.009,0.0,0.0,0.001,0.776,0.011
p19081,0.212,0.005,0.001,0.008,0.0,0.0,0.001,0.768,0.006
p19083,0.234,0.008,0.001,0.007,0.0,0.0,0.001,0.74,0.01
p19085,0.072,0.005,0.0,0.032,0.0,0.0,0.0,0.868,0.022
p19087,0.412,0.024,0.002,0.002,0.0,0.0,0.003,0.541,0.016
p19089,0.36,0.005,0.001,0.003,0.0,0.0,0.001,0.627,0.004
p19091,0.168,0.005,0.001,0.011,0.0,0.0,0.001,0.806,0.009
p19093,0.089,0.004,0.0,0.024,0.0,0.0,0.0,0.869,0.013
p19095,0.348,0.015,0.002,0.003,0.0,0.0,0.002,0.618,0.012
p19097,0.462,0.014,0.003,0.001,0.0,0.0,0.003,0.512,0.006
p19099,0.246,0.013,0.001,0.006,0.0,0.0,0.002,0.717,0.016
p19101,0.369,0.022,0.001,0.003,0.0,0.0,0.003,0.584,0.018
p19103,0.4,0.016,0.002,0.002,0.0,0.0,0.002,0.567,0.01
p19105,0.397,0.014,0.002,0.002,0.0,0.0,0.003,0.576,0.007
p19107,0.348,0.018,0.001,0.003,0.0,0.0,0.002,0.611,0.016
p19109,0.2,0.004,0.001,0.009,0.0,0.0,0.001,0.78,0.006
p19111,0.457,0.027,0.001,0.002,0.0,0.0,0.003,0.49,0.019
p19113,0.348,0.014,0.002,0.002,0.0,0.0,0.002,0.623,0.008
p19115,0.461,0.021,0.002,0.002,0.0,0.0,0.003,0.499,0.012
p19117,0.239,0.016,0.001,0.007,0.0,0.0,0.002,0.708,0.028
p19119,0.113,0.002,0.0,0.024,0.0,0.0,0.0,0.854,0.006
p19121,0.172,0.011,0.001,0.011,0.0,0.0,0.001,0.778,0.025
p19123,0.296,0.016,0.001,0.005,0.0,0.0,0.002,0.661,0.019
p19125,0.249,0.015,0.001,0.006,0.0,0.0,0.002,0.707,0.021
p19127,0.236,0.011,0.001,0.006,0.0,0.0,0.001,0.732,0.013
p19129,0.087,0.008,0.0,0.028,0.0,0.0,0.001,0.84,0.035
p19131,0.307,0.005,0.001,0.004,0.0,0.0,0.001,0.678,0.004
p19133,0.067,0.004,0.0,0.033,0.0,0.0,0.0,0.879,0.017
p19135,0.282,0.018,0.001,0.005,0.0,0.0,0.002,0.667,0.024
p19137,0.109,0.009,0.0,0.022,0.0,0.0,0.001,0.824,0.035
p19139,0.467,0.019,0.002,0.002,0.0,0.0,0.003,0.498,0.01
p19141,0.123,0.003,0.0,0.021,0.0,0.0,0.0,0.846,0.007
p19143,0.14,0.002,0.0,0.018,0.0,0.0,0.0,0.833,0.006
p19145,0.112,0.011,0.0,0.021,0.0,0.0,0.001,0.812,0.043
p19147,0.165,0.004,0.001,0.013,0.0,0.0,0.001,0.81,0.007
p19149,0.084,0.003,0.0,0.031,0.0,0.0,0.0,0.872,0.01
p19151,0.137,0.004,0.001,0.014,0.0,0.0,0.001,0.833,0.009
p19153,0.2,0.011,0.001,0.009,0.0,0.0,0.001,0.76,0.018
p19155,0.088,0.007,0.0,0.027,0.0,0.0,0.001,0.849,0.028
p19157,0.298,0.014,0.001,0.004,0.0,0.0,0.002,0.667,0.014
p19159,0.169,0.014,0.001,0.012,0.0,0.0,0.001,0.762,0.04
p19161,0.107,0.005,0.0,0.019,0.0,0.0,0.001,0.855,0.012
p19163,0.459,0.019,0.003,0.001,0.0,0.0,0.003,0.505,0.009
p19165,0.092,0.006,0.0,0.024,0.0,0.0,0.001,0.855,0.022
p19167,0.101,0.002,0.0,0.027,0.0,0.0,0.0,0.862,0.007
p19169,0.198,0.009,0.001,0.008,0.0,0.0,0.001,0.768,0.014
p19171,0.276,0.012,0.001,0.004,0.0,0.0,0.002,0.694,0.011
p19173,0.138,0.013,0.0,0.016,0.0,0.0,0.001,0.79,0.042
p19175,0.165,0.013,0.001,0.013,0.0,0.0,0.001,0.776,0.033
p19177,0.397,0.024,0.001,0.003,0.0,0.0,0.003,0.551,0.021
p19179,0.326,0.02,0.001,0.004,0.0,0.0,0.002,0.625,0.021
p19181,0.206,0.013,0.001,0.009,0.0,0.0,0.001,0.747,0.024
p19183,0.403,0.019,0.002,0.002,0.0,0.0,0.003,0.558,0.013
p19185,0.247,0.018,0.001,0.007,0.0,0.0,0.002,0.692,0.034
p19187,0.162,0.006,0.001,0.011,0.0,0.0,0.001,0.807,0.011
p19189,0.243,0.004,0.001,0.007,0.0,0.0,0.001,0.74,0.005
p19191,0.414,0.005,0.002,0.002,0.0,0.0,0.001,0.573,0.003
p19193,0.074,0.003,0.0,0.032,0.0,0.0,0.0,0.877,0.013
p19195,0.274,0.004,0.001,0.005,0.0,0.0,0.001,0.711,0.004
p19197,0.204,0.006,0.001,0.008,0.0,0.0,0.001,0.772,0.008
p20001,0.046,0.021,0.0,0.015,0.0,0.0,0.002,0.611,0.305
p20003,0.057,0.021,0.0,0.016,0.0,0.0,0.002,0.653,0.252
p20005,0.094,0.016,0.0,0.02,0.0,0.0,0.001,0.764,0.105
p20007,0.006,0.003,0.0,0.076,0.0,0.0,0.0,0.498,0.416
p20009,0.011,0.003,0.0,0.11,0.0,0.0,0.0,0.667,0.209
p20011,0.054,0.026,0.0,0.011,0.0,0.0,0.002,0.599,0.306
p20013,0.089,0.013,0.0,0.024,0.0,0.0,0.001,0.788,0.086
p20015,0.021,0.009,0.0,0.034,0.0,0.0,0.001,0.606,0.329
p20017,0.032,0.011,0.0,0.034,0.0,0.0,0.001,0.678,0.244
p20019,0.018,0.012,0.0,0.02,0.0,0.0,0.001,0.503,0.447
p20021,0.036,0.025,0.0,0.009,0.0,0.0,0.002,0.495,0.433
p20023,0.002,0.0,0.0,0.43,0.0,0.0,0.0,0.51,0.057
p20025,0.003,0.002,0.0,0.136,0.0,0.0,0.0,0.469,0.39
p20027,0.035,0.007,0.0,0.055,0.0,0.0,0.001,0.779,0.123
p20029,0.028,0.005,0.0,0.073,0.0,0.0,0.0,0.782,0.112
p20031,0.047,0.017,0.0,0.021,0.0,0.0,0.001,0.663,0.251
p20033,0.004,0.002,0.0,0.102,0.0,0.0,0.0,0.479,0.412
p20035,0.014,0.009,0.0,0.028,0.0,0.0,0.001,0.518,0.43
p20037,0.043,0.026,0.0,0.01,0.0,0.0,0.002,0.55,0.369
p20039,0.005,0.001,0.0,0.275,0.0,0.0,0.0,0.646,0.073
p20041,0.031,0.008,0.0,0.051,0.0,0.0,0.001,0.739,0.171
p20043,0.108,0.015,0.0,0.019,0.0,0.0,0.001,0.77,0.086
p20045,0.078,0.019,0.0,0.018,0.0,0.0,0.001,0.719,0.164
p20047,0.006,0.002,0.0,0.127,0.0,0.0,0.0,0.577,0.288
p20049,0.022,0.013,0.0,0.022,0.0,0.0,0.001,0.554,0.388
p20051,0.009,0.002,0.0,0.154,0.0,0.0,0.0,0.682,0.152
p20053,0.016,0.004,0.0,0.087,0.0,0.0,0.0,0.706,0.186
p20055,0.003,0.001,0.0,0.251,0.0,0.0,0.0,0.517,0.228
p20057,0.004,0.002,0.0,0.16,0.0,0.0,0.0,0.527,0.307
p20059,0.068,0.02,0.0,0.017,0.0,0.0,0.002,0.691,0.202
p20061,0.039,0.009,0.0,0.042,0.0,0.0,0.001,0.752,0.156
p20063,0.004,0.001,0.0,0.257,0.0,0.0,0.0,0.603,0.134
p20065,0.007,0.002,0.0,0.209,0.0,0.0,0.0,0.675,0.107
p20067,0.001,0.001,0.0,0.288,0.0,0.0,0.0,0.432,0.278
p20069,0.003,0.001,0.0,0.207,0.0,0.0,0.0,0.505,0.283
p20071,0.001,0.0,0.0,0.4,0.0,0.0,0.0,0.456,0.142
p20073,0.03,0.013,0.0,0.025,0.0,0.0,0.001,0.62,0.311
p20075,0.001,0.0,0.0,0.373,0.0,0.0,0.0,0.429,0.195
p20077,0.008,0.005,0.0,0.055,0.0,0.0,0.0,0.502,0.431
p20079,0.018,0.007,0.0,0.05,0.0,0.0,0.001,0.641,0.283
p20081,0.002,0.001,0.0,0.24,0.0,0.0,0.0,0.461,0.296
p20083,0.005,0.002,0.0,0.175,0.0,0.0,0.0,0.573,0.245
p20085,0.073,0.013,0.0,0.026,0.0,0.0,0.001,0.771,0.116
p20087,0.084,0.016,0.0,0.02,0.0,0.0,0.001,0.748,0.129
p20089,0.021,0.004,0.0,0.1,0.0,0.0,0.0,0.786,0.088
p20091,0.097,0.023,0.0,0.014,0.0,0.0,0.002,0.704,0.161
p20093,0.002,0.001,0.0,0.314,0.0,0.0,0.0,0.469,0.214
p20095,0.01,0.005,0.0,0.064,0.0,0.0,0.0,0.56,0.361
p20097,0.005,0.002,0.0,0.115,0.0,0.0,0.0,0.533,0.344
p20099,0.029,0.02,0.0,0.012,0.0,0.0,0.002,0.504,0.434
p20101,0.004,0.001,0.0,0.241,0.0,0.0,0.0,0.574,0.18
p20103,0.098,0.019,0.0,0.016,0.0,0.0,0.001,0.734,0.131
p20105,0.018,0.004,0.0,0.092,0.0,0.0,0.0,0.738,0.148
p20107,0.069,0.026,0.0,0.012,0.0,0.0,0.002,0.643,0.248
p20109,0.003,0.001,0.0,0.333,0.0,0.0,0.0,0.543,0.12
p20111,0.043,0.013,0.0,0.027,0.0,0.0,0.001,0.694,0.221
p20113,0.019,0.006,0.0,0.061,0.0,0.0,0.0,0.683,0.229
p20115,0.026,0.008,0.0,0.045,0.0,0.0,0.001,0.685,0.236
p20117,0.054,0.008,0.0,0.041,0.0,0.0,0.001,0.805,0.091
p20119,0.002,0.001,0.0,0.176,0.0,0.0,0.0,0.448,0.372
p20121,0.083,0.024,0.0,0.013,0.0,0.0,0.002,0.678,0.199
p20123,0.02,0.004,0.0,0.096,0.0,0.0,0.0,0.763,0.117
p20125,0.023,0.016,0.0,0.015,0.0,0.0,0.001,0.508,0.437
p20127,0.037,0.01,0.0,0.038,0.0,0.0,0.001,0.722,0.192
p20129,0.001,0.0,0.0,0.319,0.0,0.0,0.0,0.366,0.313
p20131,0.07,0.011,0.0,0.031,0.0,0.0,0.001,0.797,0.09
p20133,0.036,0.021,0.0,0.013,0.0,0.0,0.002,0.564,0.364
p20135,0.005,0.002,0.0,0.19,0.0,0.0,0.0,0.611,0.192
p20137,0.008,0.001,0.0,0.219,0.0,0.0,0.0,0.694,0.078
p20139,0.058,0.016,0.0,0.022,0.0,0.0,0.001,0.709,0.194
p20141,0.014,0.003,0.0,0.125,0.0,0.0,0.0,0.74,0.117
p20143,0.025,0.006,0.0,0.07,0.0,0.0,0.0,0.757,0.142
p20145,0.007,0.002,0.0,0.131,0.0,0.0,0.0,0.615,0.244
p20147,0.011,0.002,0.0,0.171,0.0,0.0,0.0,0.733,0.082
p20149,0.054,0.01,0.0,0.036,0.0,0.0,0.001,0.779,0.12
p20151,0.007,0.003,0.0,0.09,0.0,0.0,0.0,0.562,0.338
p20153,0.003,0.001,0.0,0.346,0.0,0.0,0.0,0.584,0.066
p20155,0.012,0.005,0.0,0.07,0.0,0.0,0.0,0.62,0.293
p20157,0.03,0.005,0.0,0.075,0.0,0.0,0.0,0.802,0.087
p20159,0.014,0.004,0.0,0.081,0.0,0.0,0.0,0.668,0.232
p20161,0.043,0.009,0.0,0.044,0.0,0.0,0.001,0.776,0.128
p20163,0.01,0.002,0.0,0.163,0.0,0.0,0.0,0.712,0.113
p20165,0.008,0.002,0.0,0.145,0.0,0.0,0.0,0.648,0.196
p20167,0.013,0.003,0.0,0.118,0.0,0.0,0.0,0.708,0.158
p20169,0.023,0.006,0.0,0.066,0.0,0.0,0.0,0.726,0.179
p20171,0.003,0.001,0.0,0.289,0.0,0.0,0.0,0.539,0.168
p20173,0.015,0.007,0.0,0.046,0.0,0.0,0.001,0.588,0.344
p20175,0.002,0.001,0.0,0.216,0.0,0.0,0.0,0.42,0.361
p20177,0.066,0.014,0.0,0.024,0.0,0.0,0.001,0.744,0.15
p20179,0.005,0.001,0.0,0.264,0.0,0.0,0.0,0.63,0.1
p20181,0.002,0.0,0.0,0.419,0.0,0.0,0.0,0.5,0.079
p20183,0.015,0.003,0.0,0.132,0.0,0.0,0.0,0.764,0.086
p20185,0.009,0.003,0.0,0.098,0.0,0.0,0.0,0.615,0.274
p20187,0.001,0.0,0.0,0.345,0.0,0.0,0.0,0.398,0.255
p20189,0.001,0.001,0.0,0.263,0.0,0.0,0.0,0.396,0.339
p20191,0.011,0.006,0.0,0.04,0.0,0.0,0.0,0.515,0.427
p20193,0.003,0.001,0.0,0.334,0.0,0.0,0.0,0.572,0.09
p20195,0.006,0.002,0.0,0.198,0.0,0.0,0.0,0.648,0.145
p20197,0.051,0.012,0.0,0.031,0.0,0.0,0.001,0.744,0.161
p20199,0.002,0.0,0.0,0.411,0.0,0.0,0.0,0.48,0.106
p20201,0.04,0.006,0.0,0.056,0.0,0.0,0.0,0.806,0.091
p20203,0.002,0.001,0.0,0.341,0.0,0.0,0.0,0.5,0.156
p20205,0.03,0.016,0.0,0.017,0.0,0.0,0.001,0.568,0.367
p20207,0.038,0.017,0.0,0.019,0.0,0.0,0.001,0.617,0.308
p20209,0.109,0.022,0.0,0.014,0.0,0.0,0.002,0.717,0.136
p21001,0.221,0.487,0.018,0.0,0.0,0.0,0.182,0.057,0.035
p21003,0.206,0.502,0.01,0.0,0.0,0.0,0.121,0.097,0.064
p21005,0.304,0.474,0.029,0.0,0.001,0.0,0.129,0.042,0.022
p21007,0.273,0.296,0.002,0.0,0.0,0.0,0.024,0.27,0.135
p21009,0.226,0.492,0.012,0.0,0.0,0.0,0.134,0.083,0.052
p21011,0.283,0.414,0.048,0.0,0.001,0.0,0.226,0.018,0.01
p21013,0.103,0.436,0.024,0.0,0.001,0.0,0.402,0.021,0.014
p21015,0.391,0.413,0.039,0.0,0.001,0.0,0.119,0.025,0.012
p21017,0.289,0.443,0.043,0.0,0.001,0.0,0.186,0.025,0.013
p21019,0.298,0.319,0.065,0.0,0.002,0.0,0.304,0.008,0.004
p21021,0.249,0.484,0.027,0.0,0.001,0.0,0.171,0.043,0.024
p21023,0.366,0.391,0.048,0.0,0.001,0.0,0.168,0.018,0.009
p21025,0.199,0.446,0.044,0.0,0.001,0.0,0.282,0.017,0.01
p21027,0.373,0.42,0.012,0.0,0.0,0.0,0.07,0.083,0.042
p21029,0.377,0.43,0.019,0.0,0.0,0.0,0.091,0.055,0.028
p21031,0.277,0.455,0.009,0.0,0.0,0.0,0.079,0.116,0.065
p21033,0.286,0.38,0.004,0.0,0.0,0.0,0.045,0.188,0.096
p21035,0.244,0.353,0.003,0.0,0.0,0.0,0.048,0.216,0.136
p21037,0.383,0.402,0.046,0.0,0.001,0.0,0.139,0.02,0.01
p21039,0.259,0.296,0.002,0.0,0.0,0.0,0.027,0.272,0.145
p21041,0.404,0.414,0.03,0.0,0.001,0.0,0.102,0.033,0.016
p21043,0.283,0.358,0.061,0.0,0.002,0.0,0.279,0.011,0.006
p21045,0.222,0.484,0.023,0.0,0.001,0.0,0.197,0.046,0.027
p21047,0.24,0.419,0.005,0.0,0.0,0.0,0.067,0.17,0.1
p21049,0.259,0.46,0.041,0.0,0.001,0.0,0.198,0.026,0.014
p21051,0.148,0.468,0.032,0.0,0.001,0.0,0.314,0.023,0.014
p21053,0.17,0.504,0.016,0.0,0.0,0.0,0.22,0.054,0.036
p21055,0.324,0.356,0.004,0.0,0.0,0.0,0.035,0.188,0.094
p21057,0.188,0.504,0.015,0.0,0.0,0.0,0.19,0.062,0.041
p21059,0.38,0.397,0.008,0.0,0.0,0.0,0.048,0.111,0.055
p21061,0.271,0.468,0.012,0.0,0.0,0.0,0.103,0.093,0.053
p21063,0.26,0.374,0.057,0.0,0.001,0.0,0.29,0.012,0.006
p21065,0.226,0.479,0.041,0.0,0.001,0.0,0.212,0.026,0.015
p21067,0.26,0.478,0.038,0.0,0.001,0.0,0.175,0.032,0.017
p21069,0.319,0.39,0.051,0.0,0.001,0.0,0.214,0.016,0.008
p21071,0.208,0.408,0.05,0.0,0.001,0.0,0.314,0.011,0.007
p21073,0.316,0.461,0.033,0.0,0.001,0.0,0.135,0.036,0.018
p21075,0.213,0.295,0.001,0.0,0.0,0.0,0.027,0.288,0.176
p21077,0.399,0.409,0.035,0.0,0.001,0.0,0.115,0.028,0.013
p21079,0.22,0.496,0.032,0.0,0.001,0.0,0.194,0.037,0.021
p21081,0.363,0.422,0.039,0.0,0.001,0.0,0.137,0.026,0.013
p21083,0.246,0.325,0.002,0.0,0.0,0.0,0.036,0.249,0.141
p21085,0.317,0.445,0.012,0.0,0.0,0.0,0.086,0.091,0.049
p21087,0.259,0.475,0.016,0.0,0.0,0.0,0.147,0.064,0.038
p21089,0.315,0.332,0.067,0.0,0.002,0.0,0.271,0.009,0.005
p21091,0.387,0.406,0.01,0.0,0.0,0.0,0.056,0.094,0.047
p21093,0.353,0.434,0.015,0.0,0.0,0.0,0.093,0.069,0.036
p21095,0.12,0.426,0.029,0.0,0.001,0.0,0.398,0.016,0.01
p21097,0.322,0.431,0.043,0.0,0.001,0.0,0.166,0.024,0.012
p21099,0.277,0.468,0.014,0.0,0.0,0.0,0.121,0.076,0.043
p21101,0.372,0.386,0.006,0.0,0.0,0.0,0.036,0.133,0.066
p21103,0.367,0.438,0.03,0.0,0.001,0.0,0.11,0.036,0.018
p21105,0.235,0.303,0.002,0.0,0.0,0.0,0.029,0.274,0.157
p21107,0.294,0.406,0.006,0.0,0.0,0.0,0.049,0.163,0.083
p21109,0.184,0.483,0.035,0.0,0.001,0.0,0.253,0.027,0.016
p21111,0.395,0.427,0.02,0.0,0.0,0.0,0.081,0.05,0.025
p21113,0.248,0.495,0.035,0.0,0.001,0.0,0.166,0.036,0.02
p21115,0.238,0.378,0.054,0.0,0.001,0.0,0.311,0.011,0.006
p21117,0.372,0.416,0.043,0.0,0.001,0.0,0.134,0.023,0.011
p21119,0.179,0.42,0.043,0.0,0.001,0.0,0.335,0.013,0.008
p21121,0.117,0.457,0.026,0.0,0.001,0.0,0.36,0.024,0.016
p21123,0.312,0.454,0.017,0.0,0.0,0.0,0.117,0.064,0.035
p21125,0.142,0.48,0.028,0.0,0.001,0.0,0.302,0.029,0.018
p21127,0.261,0.345,0.059,0.0,0.002,0.0,0.32,0.009,0.005
p21129,0.209,0.471,0.042,0.0,0.001,0.0,0.241,0.022,0.013
p21131,0.145,0.446,0.033,0.0,0.001,0.0,0.345,0.018,0.012
p21133,0.148,0.411,0.037,0.0,0.001,0.0,0.382,0.012,0.008
p21135,0.334,0.357,0.058,0.0,0.001,0.0,0.231,0.012,0.006
p21137,0.213,0.489,0.027,0.0,0.001,0.0,0.206,0.04,0.023
p21139,0.316,0.333,0.003,0.0,0.0,0.0,0.032,0.21,0.105
p21141,0.223,0.464,0.007,0.0,0.0,0.0,0.09,0.133,0.082
p21143,0.289,0.357,0.003,0.0,0.0,0.0,0.043,0.202,0.105
p21145,0.29,0.31,0.002,0.0,0.0,0.0,0.028,0.246,0.123
p21147,0.134,0.483,0.02,0.0,0.001,0.0,0.303,0.036,0.024
p21149,0.332,0.411,0.007,0.0,0.0,0.0,0.048,0.134,0.067
p21151,0.225,0.493,0.037,0.0,0.001,0.0,0.195,0.031,0.018
p21153,0.224,0.414,0.05,0.0,0.001,0.0,0.289,0.014,0.008
p21155,0.28,0.469,0.021,0.0,0.001,0.0,0.147,0.053,0.029
p21157,0.285,0.337,0.003,0.0,0.0,0.0,0.039,0.218,0.118
p21159,0.226,0.362,0.056,0.0,0.002,0.0,0.34,0.009,0.005
p21161,0.357,0.377,0.051,0.0,0.001,0.0,0.19,0.016,0.008
p21163,0.398,0.414,0.014,0.0,0.0,0.0,0.07,0.069,0.035
p21165,0.249,0.427,0.048,0.0,0.001,0.0,0.246,0.018,0.01
p21167,0.269,0.484,0.029,0.0,0.001,0.0,0.152,0.042,0.023
