sc_point_gid,fed_frac
43308,0.204236
43309,1.0
43310,1.0
43946,0.000368
43947,0.0
43948,0.0
43949,0.0
43955,0.0
43956,0.0
43957,0.0
43959,0.0
43961,0.0
43962,0.0
43963,0.00376
43965,1.0
43973,1.0
43974,0.041572
43975,0.076825
43976,0.409237
43977,0.093962
43978,0.0
43979,0.0
43980,0.053606
43981,0.279992
43982,0.412792
43983,0.475128
43984,0.019217
43985,0.406293
43986,1.0
43987,0.823274
43988,0.157394
43989,0.011039
43990,0.0
43991,0.212484
43992,0.233782
43993,1.0
43995,1.0
43996,1.0
43997,1.0
43998,0.0
43999,0.007029
44630,0.000195
44631,0.000507
44632,0.289253
44639,0.0
44642,0.0
44644,0.0
44645,0.0
44646,0.0
44647,0.550252
44648,0.840932
44655,1.0
44657,1.0
44658,0.288637
44659,0.093186
44660,0.195411
44661,0.0
44662,0.003055
44663,0.0
44664,0.090559
44665,0.283896
44666,0.397815
44667,0.917157
44668,0.71259
44669,0.766308
44670,1.0
44671,0.818569
44672,0.04915
44673,0.00119
44674,0.644748
44675,0.904899
44676,1.0
44677,1.0
44678,1.0
44679,0.988561
44680,0.099242
44681,0.939676
44682,0.0
44683,0.252203
44684,1.0
44685,1.0
44688,1.0
45314,0.0
45315,0.0
45316,0.0126
45317,0.985005
45322,0.27577
45323,0.014147
45325,0.117927
45327,0.0
45328,0.0
45329,0.0
45330,0.0
45331,0.066666
45332,0.322011
45341,1.0
45342,0.036164
45343,0.482831
45344,0.05835
45345,0.000143
45346,0.0
45347,0.0
45348,0.0
45349,0.0
45350,0.0
45351,0.027237
45352,0.068187
45353,0.123504
45354,0.763456
45355,0.246361
45356,0.004632
45357,0.0033
45358,0.8733
45359,0.99478
45360,1.0
45361,1.0
45362,1.0
45363,1.0
45364,0.082449
45365,0.393311
45367,0.17999
45368,1.0
45369,1.0
45370,1.0
45371,1.0
45372,1.0
45373,1.0
45374,1.0
45375,0.29621
45376,0.0
45998,0.0
45999,0.011199
46000,0.237555
46001,1.0
46002,1.0
46004,0.098182
46005,0.00585
46007,0.0
46008,0.0
46011,0.0
46012,0.0
46013,0.0
46014,0.0
46015,0.046818
46016,0.109857
46025,1.0
46026,0.452239
46027,0.0
46028,0.001072
46029,0.0
46030,0.0
46031,0.0
46032,0.0
46033,0.0
46034,0.0
46035,0.0
46036,0.0
46037,0.0
46038,0.0
46039,0.003005
46040,0.0
46041,0.002644
46042,0.045993
46043,0.894527
46044,0.871655
46045,1.0
46046,1.0
46047,0.978693
46048,0.000764
46049,0.715789
46050,0.658047
46051,0.077747
46052,0.347546
46053,0.173735
46054,1.0
46055,1.0
46056,1.0
46058,0.984292
46059,0.161891
46060,0.042121
46063,1.0
46064,1.0
46682,0.0
46683,0.0
46684,0.014331
46685,0.060845
46686,0.289888
46687,0.112561
46688,0.214648
46690,0.0
46691,0.0
46692,0.00262
46693,0.0
46694,0.0
46695,0.0
46696,0.0
46697,0.0
46698,0.0
46699,0.237033
46701,0.095522
46702,1.0
46703,1.0
46705,1.0
46706,1.0
46708,1.0
46709,0.162512
46710,0.678265
46711,0.000668
46712,0.000379
46713,0.0
46714,0.0
46715,0.0
46716,0.0
46717,0.0
46718,0.0
46719,0.0
