tech,rscbin,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
dr_shape_1,bin1,828.855,469.828,1058.451,2881.34,564.132,292.425,95.719,3025.879,1528.56,615.945,229.611,2943.118,982.596,401.506,664.301,872.38,593.547,131.561,111.719,1022.778,652.412,781.962,461.213,142.599,1415.284,312.802,369.041,110.391,671.773,281.89,448.869,1463.55,1241.755,681.488,611.593,1118.318,76.103,811.415,114.233,1029.448,5282.858,386.824,945.596,55.066,824.207,631.026,234.371,168.126
